apn,SitusHouseNbr,SitusHouseNbrSuffix,SitusDirectionLeft,SitusStreet,SitusMode,SitusDirectionRight,SitusUnitType,SitusUnitNbr,SitusCity,SitusState,SitusZIP5,HomeEquityIntelScore_LineofCredit
062900-0110,10202,,SE,28TH,ST,,,,BEAUX ARTS,WA,98004,142
01083700000700,2731,,,254TH,ST,NW,,,STANWOOD,WA,98292,
00815400003800,7207,,,201ST,ST,SE,,,SNOHOMISH,WA,98296,180
00561000001400,9028,,,216TH,ST,SW,,,EDMONDS,WA,98026,142
358590-1055,18375,,,17TH,PL,NW,,,SHORELINE,WA,98177,432
0417174701,33111,,,78TH,AVE,E,,,EATONVILLE,WA,98328,106
9002180070,9014,,,MAIN,ST,E,#,B,BONNEY LAKE,WA,98391,116
095500-0409,139,,,22ND,AVE,E,#,A,SEATTLE,WA,98112,
7200001340,1511,,S,PROCTOR,ST,,,,TACOMA,WA,98405,66
5075001090,1810,,,186TH,AVE,E,,,LAKE TAPPS,WA,98391,113
353030-0100,914,,S,248TH,ST,,APT,9,DES MOINES,WA,98198,9
108880-1110,15413,,,102ND,AVE,NE,,,BOTHELL,WA,98011,300
3037001390,20601,,,CHURCH LAKE,DR,E,,,BONNEY LAKE,WA,98391,121
182105-9235,634,,,H,ST,NE,,,AUBURN,WA,98002,61
00951500010000,10614,,,66TH,AVE,NE,,,MARYSVILLE,WA,98270,
0420112147,11817,,,24TH,ST,E,,,EDGEWOOD,WA,98372,
3000870110,2219,,,WALLACE,LOOP,,,,DUPONT,WA,98327,168
00543300004300,7914,,,MAPLE,LN,,,,LAKE STEVENS,WA,98258,36
290927-0210,10729,,SE,188TH,ST,,,,RENTON,WA,98055,163
419140-0080,8535,,,131ST,AVE,NE,,,KIRKLAND,WA,98033,
775410-0310,35306,,SE,SEQUOIA,PL,,UNIT,B,SNOQUALMIE,WA,98065,105
611340-0064,19464,,,NORMANDY PARK,DR,SW,,,NORMANDY PARK,WA,98166,156
27052800104100,21918,,,49TH,AVE,SE,,,BOTHELL,WA,98021,182
953010-0185,101,,NW,55TH,ST,,,,SEATTLE,WA,98107,115
01081300310800,21307,,,48TH,AVE,W,APT,C108,MOUNTLAKE TERRACE,WA,98043,52
00787400200800,21227,,,76TH,AVE,W,#,B-8,EDMONDS,WA,98026,
00582000200302,1043,,,3RD,AVE,S,,,EDMONDS,WA,98020,344
142000-0140,15705,,NE,18TH,ST,,#,C-4,BELLEVUE,WA,98008,
701520-0495,3252,,,CONKLING,PL,W,,,SEATTLE,WA,98119,341
856060-0080,1000,,,UNION,ST,,APT,113,SEATTLE,WA,98101,109
00753500001200,21415,,,50TH,DR,SE,,,WOODINVILLE,WA,98072,
3390000590,2401,,,13TH,AVE,,,,MILTON,WA,98354,248
01148700000100,15022,,,19TH,PL,W,,,LYNNWOOD,WA,98087,99
27052700103300,21930,,,STATE ROUTE 9,,SE,,,WOODINVILLE,WA,98072,38
00403800005702,9825,,,180TH,ST,SE,,,SNOHOMISH,WA,98296,131
382600-0690,12220,,,23RD,AVE,S,,,SEATTLE,WA,98168,23
983420-1323,3635,,,COURTLAND,PL,S,#,B,SEATTLE,WA,98144,322
952310-1420,317,,N,64TH,ST,,,,SEATTLE,WA,98103,
104901-0720,14711,,,122ND,PL,NE,,,KIRKLAND,WA,98034,101
2434020090,3219,,,30TH,ST,SE,,,PUYALLUP,WA,98374,152
01167000002400,2024,,,130TH,PL,SW,,,EVERETT,WA,98204,135
01195400001400,12103,,,319TH,AVE,SE,,,SULTAN,WA,98294,39
01160300000600,13142,,,164TH,AVE,SE,,,MONROE,WA,98272,170
412850-0440,4935,,,163RD,PL,SE,,,BELLEVUE,WA,98006,343
354440-0134,8118,,,LATONA,AVE,NE,,,SEATTLE,WA,98115,170
185308-0200,20825,,SE,18TH,PL,,,,SAMMAMISH,WA,98075,488
00792200003500,7912,,,228TH,ST,SE,,,WOODINVILLE,WA,98072,169
614500-0120,11415,,SE,305TH,PL,,,,AUBURN,WA,98092,144
01139600001300,1017,,W,MAIN,ST,,APT,A101,MONROE,WA,98272,84
935290-0655,9429,,,20TH,AVE,SW,,,SEATTLE,WA,98106,133
161000-0016,3719,,S,140TH,ST,,,,TUKWILA,WA,98168,80
00872300000200,8432,,,319TH,ST,NW,,,STANWOOD,WA,98292,164
028270-0050,19461,,,1ST,PL,SW,,,NORMANDY PARK,WA,98166,464
01149300002100,11426,,,211TH,AVE,SE,,,SNOHOMISH,WA,98290,182
00373401300306,18919,,,68TH,AVE,W,,,LYNNWOOD,WA,98036,136
156220-0600,15017,,NE,15TH,ST,,,,BELLEVUE,WA,98007,377
251700-0520,22703,,,132ND,PL,SE,,,KENT,WA,98042,156
429821-0040,21408,,NE,184TH,PL,,,,WOODINVILLE,WA,98077,255
729170-0057,19600,,,20TH,AVE,NW,,,SHORELINE,WA,98177,162
951097-1130,19212,,NE,67TH,WAY,,,,REDMOND,WA,98052,
222404-9013,5900,,,32ND,AVE,S,,,SEATTLE,WA,98118,65
5001440310,20107,,,12TH,AVE,E,,,SPANAWAY,WA,98387,124
332605-9120,10205,,,132ND,AVE,NE,,,KIRKLAND,WA,98033,152
7470035330,4633,,S,PARK,AVE,,,,TACOMA,WA,98408,108
869910-0490,318,,,D,ST,SE,,,AUBURN,WA,98002,205
01057600000600,5719,,,76TH,AVE,NE,,,MARYSVILLE,WA,98270,70
188764-0260,2003,,,QUEEN,AVE,NE,,,RENTON,WA,98056,
00680100800100,12600,,,4TH,AVE,W,APT,8A,EVERETT,WA,98204,92
00568000000100,5020,,,SEAVIEW,WAY,,,,EVERETT,WA,98203,83
7001272310,11024,,,185TH,AVE,E,,,BONNEY LAKE,WA,98391,284
022105-9119,29839,,,154TH,AVE,SE,,,KENT,WA,98042,103
169700-0180,1912,,S,254TH,PL,,,,DES MOINES,WA,98198,130
154530-0120,21355,,NE,2ND,CT,,,,SAMMAMISH,WA,98074,403
714070-1290,18411,,SE,242ND,CT,,,,COVINGTON,WA,98042,113
250800-0155,8752,,,2ND,AVE,NW,,,SEATTLE,WA,98117,72
00513800010711,4831,,,164TH,ST,SW,,,EDMONDS,WA,98026,184
4250000600,425,,,HARRISON,ST,,,,SUMNER,WA,98390,266
5945620870,6411,,N,31ST,ST,,,,TACOMA,WA,98407,181
00379800101400,5001,,,75TH,PL,NE,,,MARYSVILLE,WA,98270,379
7002060950,18039,,,122ND STREET,CT,E,,,BONNEY LAKE,WA,98391,75
507400-0155,251,,S,182ND,ST,,,,BURIEN,WA,98148,236
746890-0125,1025,,,F,ST,SE,,,AUBURN,WA,98002,54
00552900001300,7028,,,191ST,PL,SW,,,LYNNWOOD,WA,98036,189
375060-5609,38055,,,43RD,AVE,S,,,AUBURN,WA,98001,270
133680-0765,727,,,18TH,AVE,E,,,SEATTLE,WA,98112,169
29051100204500,7419,,,21ST,ST,NE,,,LAKE STEVENS,WA,98258,172
6021380190,6324,,,90TH STREET,CT,E,,,PUYALLUP,WA,98371,203
537980-3981,4371,,S,168TH,LN,,,,SEATAC,WA,98188,206
01047100003700,11730,,,51ST,DR,SE,,,EVERETT,WA,98208,247
32032400300800,27517,,,102ND,AVE,NW,,,STANWOOD,WA,98292,
0520236015,5418,,,218TH,AVE,E,,,LAKE TAPPS,WA,98391,
8935010570,3534,,S,K,ST,,,,TACOMA,WA,98418,123
5305500180,12515,,,VINE MAPLE,DR,SW,,,LAKEWOOD,WA,98499,114
336490-0065,6409,,,LATONA,AVE,NE,,,SEATTLE,WA,98115,257
00674400002100,3414,,,158TH,ST,SW,,,LYNNWOOD,WA,98087,145
239710-0595,2111,,,4TH,AVE,W,,,SEATTLE,WA,98119,66
3161000220,25601,,,99TH,AVE,E,,,GRAHAM,WA,98338,106
01182700003600,12718,,,35TH,AVE,SE,APT,A2,EVERETT,WA,98208,
6023900240,14809,,,80TH AVENUE,CT,E,,,PUYALLUP,WA,98375,111
926491-0120,32710,,,5TH,AVE,SW,,,FEDERAL WAY,WA,98023,66
402350-0166,3313,,NE,185TH,ST,,,,LAKE FOREST PARK,WA,98155,129
856272-0250,390,,,TIMBER CREEK,DR,NW,,,ISSAQUAH,WA,98027,
00950800000100,5029,,,119TH,ST,NE,,,MARYSVILLE,WA,98271,120
314160-0465,125,,,12TH,ST,SE,,,AUBURN,WA,98002,42
661000-0900,4248,,,1ST,AVE,NW,,,SEATTLE,WA,98107,
375380-0120,11202,,,81ST,AVE,NE,,,KIRKLAND,WA,98034,
00864700440200,901,,E,MARINE VIEW,DR,,UNIT,402,EVERETT,WA,98201,51
165550-0150,13209,,,NEWCASTLE,WAY,,#,207,NEWCASTLE,WA,98059,
01159600000100,6560,,,256TH,ST,NE,,,ARLINGTON,WA,98223,
246070-0130,15818,,,130TH,PL,SE,,,RENTON,WA,98058,42
375160-3147,35621,,,52ND,AVE,S,,,AUBURN,WA,98001,
4001370600,8402,,,295TH,ST,S,,,ROY,WA,98580,76
9105000270,1024,,E,52ND,ST,,,,TACOMA,WA,98404,
01106300000900,10527,,,6TH,PL,W,,,EVERETT,WA,98204,116
00611600018903,5729,,,88TH,ST,SW,,,MUKILTEO,WA,98275,198
692670-0603,1818,,,5TH,AVE,N,,,SEATTLE,WA,98109,164
144760-0435,415,,S,122ND,PL,,,,SEATTLE,WA,98168,133
064330-0030,12126,,SE,44TH,PL,,,,BELLEVUE,WA,98006,110
726220-0066,9716,,,30TH,AVE,SW,,,SEATTLE,WA,98126,126
211551-0180,31526,,,45TH,CT,SW,,,FEDERAL WAY,WA,98023,
808165-0170,23621,,SE,267TH,PL,,,,MAPLE VALLEY,WA,98038,238
2039200030,916,,N,J,ST,,,,TACOMA,WA,98403,162
144181-0050,10402,,NE,135TH,PL,,,,KIRKLAND,WA,98034,118
01031900001200,1710,,,239TH,ST,SW,,,BOTHELL,WA,98021,42
0122315023,10722,,,136TH AVENUE,CT,NW,,,GIG HARBOR,WA,98329,86
012500-0440,3028,,,WESTERN,AVE,,APT,312,SEATTLE,WA,98121,165
386990-0122,4149A,,SW,FRONTENAC,ST,,,,SEATTLE,WA,98136,118
352404-9038,7906,,,SEWARD PARK,AVE,S,,,SEATTLE,WA,98118,124
00788600000600,4510,,,179TH,ST,SW,,,LYNNWOOD,WA,98037,124
2101000081,8315,,,52ND STREET,CT,W,,,UNIVERSITY PLACE,WA,98467,249
195180-0810,6604,,,131ST,AVE,SE,,,BELLEVUE,WA,98006,191
00847100001200,1521,,,166TH,PL,SE,,,MILL CREEK,WA,98012,171
00551500009300,17124,,,120TH,PL,NE,,,ARLINGTON,WA,98223,84
362603-9399,800,,NW,95TH,ST,,,,SEATTLE,WA,98117,170
0519108174,21301,,,126TH,ST,E,,,BONNEY LAKE,WA,98391,77
326081-0400,2415,,S,284TH,PL,,,,FEDERAL WAY,WA,98003,35
01160300004900,16529,,,WHITE MOUNTAIN,RD,SE,,,MONROE,WA,98272,162
362300-0300,2937,,,76TH,AVE,SE,,,MERCER ISLAND,WA,98040,
662070-0250,25020,,,LAKE FENWICK,RD,,,,KENT,WA,98032,120
192105-9241,2414,,,K,ST,SE,,,AUBURN,WA,98002,141
4940001521,7029,,S,CLEMENT,AVE,,,,TACOMA,WA,98409,83
329820-0920,16665,,NE,12TH,ST,,,,BELLEVUE,WA,98008,169
00452000300601,8003,,,238TH,ST,SW,,,EDMONDS,WA,98026,69
713552-1990,8005,,,144TH,AVE,SE,,,NEWCASTLE,WA,98059,129
545780-1866,510,,,PROSPECT,ST,,#,B,SEATTLE,WA,98109,162
7089100150,4507,,,34TH AVENUE,CT,,,,GIG HARBOR,WA,98335,121
415430-2410,4922,,,46TH,AVE,S,,,SEATTLE,WA,98118,308
01023300008100,4874,,,DEERFIELD,PL,,,,MUKILTEO,WA,98275,84
5805000080,10409,,,25TH,AVE,E,,,TACOMA,WA,98445,173
037200-0050,11447,,,88TH,AVE,S,,,SEATTLE,WA,98178,118
351000-0160,1906,,,1ST,ST,NE,,,AUBURN,WA,98002,161
403740-0105,16320,,SE,4TH,ST,,,,BELLEVUE,WA,98008,187
01023300001800,4824,,,POINTES,DR,,,,MUKILTEO,WA,98275,116
00422100004000,5924,,,CEMETERY,RD,,,,ARLINGTON,WA,98223,
4003301170,4984,,,ADMIRAL,ST,,,,GIG HARBOR,WA,98332,191
515290-0120,29100,,,8TH,AVE,S,,,FEDERAL WAY,WA,98003,131
7770100350,5214,,S,PROSPECT,ST,,,,TACOMA,WA,98409,79
159100-0015,9618,,,13TH,AVE,SW,,,SEATTLE,WA,98106,231
6021961290,17922,,,87TH,AVE,E,,,PUYALLUP,WA,98375,124
00824900001800,5510,,,160TH,ST,SW,,,EDMONDS,WA,98026,200
946470-0070,3810,,,142ND,PL,NE,,,BELLEVUE,WA,98007,78
213360-0060,6000,,,17TH,AVE,SW,#,C-6,SEATTLE,WA,98106,158
00891500007300,6024,,,102ND,ST,NE,,,MARYSVILLE,WA,98270,96
00848200003400,14415,,,53RD,AVE,SE,,,EVERETT,WA,98208,97
01024100000200,4426,,,153RD,PL,SE,,,BOTHELL,WA,98012,163
00377900000900,5208,,,188TH,ST,SW,,,LYNNWOOD,WA,98037,169
779540-0006,209,,NE,6TH,ST,,,,NORTH BEND,WA,98045,194
01193600000200,9617,,,251ST,PL,NE,,,ARLINGTON,WA,98223,88
5003910300,1824,,,197TH STREET,CT,E,,,SPANAWAY,WA,98387,98
00529800001900,19920,,,GREEN,RD,,,,GRANITE FALLS,WA,98252,
195441-0020,22512,,NE,9TH,DR,,,,SAMMAMISH,WA,98074,70
186581-0360,16935,,SE,252ND,PL,,,,COVINGTON,WA,98042,81
2655000130,1101,,S,MADISON,ST,,,,TACOMA,WA,98405,90
00606200000100,420,,,PARK,PL,,,,EVERETT,WA,98203,130
690520-0010,3008,,,10TH,AVE,W,,,SEATTLE,WA,98119,225
071501-0240,7058,,,170TH,AVE,SE,,,BELLEVUE,WA,98006,
570238-0540,406,,,JEWELL,ST,,,,ENUMCLAW,WA,98022,205
00530300000701,10620,,,21ST,PL,W,,,EVERETT,WA,98204,85
174990-0470,14722,,,1ST,LN,NE,UNIT,105,DUVALL,WA,98019,116
311062-0170,4421,,,GREENWOOD,AVE,N,APT,106,SEATTLE,WA,98103,83
232403-9067,3501,,SW,RAYMOND,ST,,,,SEATTLE,WA,98126,329
170840-0305,4872,,,COLUMBIA,DR,S,,,SEATTLE,WA,98108,108
5125000100,5115,,,ARROWHEAD,RD,SW,,,LAKEWOOD,WA,98499,120
01086000003100,18302,,,29TH,DR,SE,,,BOTHELL,WA,98012,219
076680-0390,2947,,,EDEL,AVE,,,,ENUMCLAW,WA,98022,
232206-9056,24040,,,248TH,AVE,SE,,,MAPLE VALLEY,WA,98038,68
714850-0105,18302,,,44TH,AVE,S,,,SEATAC,WA,98188,58
6025231090,8615,,,187TH STREET,CT,E,,,PUYALLUP,WA,98375,62
880780-0050,21007,,NE,66TH,ST,,,,REDMOND,WA,98053,200
00866700012100,16632,,,40TH,AVE,NE,#,A,ARLINGTON,WA,98223,166
0121235049,7306,,,47TH,ST,NW,,,GIG HARBOR,WA,98335,78
7092500230,6612,,,47TH AVENUE,CT,E,,,TACOMA,WA,98443,124
7000740170,10818,,,211TH AVENUE,CT,E,,,BONNEY LAKE,WA,98391,120
401080-0172,18614,,,179TH,PL,SE,,,RENTON,WA,98058,45
302407-9007,6825,,,280TH,DR,SE,,,ISSAQUAH,WA,98027,237
661991-0280,8904,,NE,127TH,PL,,,,KIRKLAND,WA,98034,
00894600000600,7719,,,81ST,DR,NE,,,MARYSVILLE,WA,98270,136
792320-0230,2824,,,161ST,AVE,SE,,,BELLEVUE,WA,98008,197
5004200090,1918,,,63RD,AVE,NE,,,TACOMA,WA,98422,135
6936200443,10415,,,207TH,AVE,E,,,BONNEY LAKE,WA,98391,116
6690001690,416,,S,59TH,ST,,,,TACOMA,WA,98408,112
00892600500100,13400,,,DUMAS,RD,,UNIT,E1,MILL CREEK,WA,98012,114
062640-0030,19948,,NE,155TH,ST,,,,WOODINVILLE,WA,98077,129
6650000155,821,,,BLAINE,ST,,,,STEILACOOM,WA,98388,43
362995-0140,1848,,NE,KENYON,CT,,,,ISSAQUAH,WA,98029,108
5945850140,4401,,,30TH,ST,NE,,,TACOMA,WA,98422,158
728710-0132,518,,N,188TH,ST,,,,SHORELINE,WA,98133,89
211270-0560,7729,,,12TH,AVE,SW,,,SEATTLE,WA,98106,197
417210-0195,7054,,,7TH,AVE,NW,,,SEATTLE,WA,98117,224
290927-0080,10622,,SE,187TH,PL,,,,RENTON,WA,98055,174
5660200120,1037,,E,47TH,ST,,,,TACOMA,WA,98404,103
00502700000500,14008,,,19TH,PL,W,,,LYNNWOOD,WA,98087,50
00682100200100,19725,,,76TH,AVE,W,APT,1B,LYNNWOOD,WA,98036,102
338790-0510,10557,,SE,228TH,ST,,,,KENT,WA,98031,88
288320-1375,7418,,,CORLISS,AVE,N,,,SEATTLE,WA,98103,145
082308-9016,12519,,,398TH,AVE,SE,,,NORTH BEND,WA,98045,186
619050-0510,15312,,,78TH,AVE,NE,,,KENMORE,WA,98028,253
757561-0500,27929,,,22ND,AVE,S,,,FEDERAL WAY,WA,98003,40
3745000216,6721,,,94TH,ST,E,,,PUYALLUP,WA,98371,54
551160-0130,1304,,N,77TH,ST,,,,SEATTLE,WA,98103,146
372380-0252,5711,,S,DAWSON,ST,,,,SEATTLE,WA,98118,337
00549800000700,3712,,,98TH,ST,NE,,,MARYSVILLE,WA,98270,49
399570-0520,15040,,,26TH,AVE,NE,,,SHORELINE,WA,98155,
00683100200300,7812,,,196TH,ST,SW,APT,B3,EDMONDS,WA,98026,
0317323043,1621,,,380TH,ST,S,,,ROY,WA,98580,
200640-0140,3030,,,14TH,AVE,W,APT,304,SEATTLE,WA,98119,117
6021730350,17001,,,131ST,AVE,E,,,PUYALLUP,WA,98374,113
9180001160,9210,,,31ST,ST,W,,,UNIVERSITY PLACE,WA,98466,60
00430500006100,200,,,10TH,ST,,,,SULTAN,WA,98294,141
6025920030,10105,,,198TH,ST,E,,,GRAHAM,WA,98338,107
01043500001800,3214,,,263RD,ST,NW,,,STANWOOD,WA,98292,
729030-0080,18900,,,8TH,AVE,NW,APT,108,SHORELINE,WA,98177,
27032300407200,215,,,4TH,AVE,S,,,EDMONDS,WA,98020,74
144770-0150,1532,,,CEDAR BUTTE,AVE,SE,,,NORTH BEND,WA,98045,140
6022700950,7917,,,194TH STREET,CT,E,,,SPANAWAY,WA,98387,213
31042100400500,4511,,,LAKEWOOD,RD,,,,STANWOOD,WA,98292,
165700-0030,25404,,,111TH,AVE,SE,,,KENT,WA,98030,162
6026840040,8213,,,207TH,ST,E,,,SPANAWAY,WA,98387,165
326057-0290,728,,,LINCOLN,AVE,SE,,,RENTON,WA,98057,
154950-0272,31611,,NE,CHERRY VALLEY,RD,,,,DUVALL,WA,98019,178
139380-0020,6040,,,36TH,AVE,SW,,,SEATTLE,WA,98126,68
953660-1795,27005,,,13TH,AVE,S,,,DES MOINES,WA,98198,138
937630-0155,7543,,,11TH,AVE,NW,,,SEATTLE,WA,98117,139
9145000830,1107,,S,64TH,ST,,,,TACOMA,WA,98408,68
896340-0050,16259,,,DES MOINES MEMORIAL,DR,S,,,BURIEN,WA,98148,186
6023750670,18426,,,120TH AVENUE,CT,E,,,PUYALLUP,WA,98374,185
00831600001200,2005,,,187TH,PL,SE,,,BOTHELL,WA,98012,113
5003240120,1122,,,183RD STREET,CT,E,,,SPANAWAY,WA,98387,228
27060200402200,17701,,,160TH,ST,SE,,,MONROE,WA,98272,48
00713400000800,5533,,,149TH,PL,SW,,,EDMONDS,WA,98026,74
6955000232,2007,,E,37TH,ST,,,,TACOMA,WA,98404,58
32053300302400,4204,,,238TH,ST,NE,,,ARLINGTON,WA,98223,189
155530-0400,24923,,,34TH,AVE,S,,,KENT,WA,98032,145
793870-0270,184,,,SHY BEAR,WAY,NW,,,ISSAQUAH,WA,98027,119
28072500201700,27515,,,122ND,ST,SE,,,MONROE,WA,98272,
9000140790,3008,,N,NARROWS,DR,,UNIT,G201,TACOMA,WA,98407,62
402290-6350,5207,,NE,187TH,ST,,,,LAKE FOREST PARK,WA,98155,176
232205-9007,14736,,SE,244TH,ST,,,,KENT,WA,98042,212
9265002323,11802,,,AINSWORTH,AVE,S,,,TACOMA,WA,98444,223
856260-0340,7106,,,139TH,PL,NE,,,REDMOND,WA,98052,115
952310-1321,6102,,,GREENWOOD,AVE,N,,,SEATTLE,WA,98103,188
5002110070,2211,,,63RD,AVE,NE,,,TACOMA,WA,98422,
788720-0320,13018,,,64TH,AVE,S,,,SEATTLE,WA,98178,83
4715020140,1421,,E,HARRISON,ST,,,,TACOMA,WA,98404,31
00595900000300,511,,,17TH,PL,,,,SNOHOMISH,WA,98290,224
267650-0080,12525,,SE,236TH,PL,,,,KENT,WA,98031,228
254570-0200,2710,,NE,88TH,ST,,,,SEATTLE,WA,98115,134
866505-0500,4372,,,249TH,AVE,SE,,,SAMMAMISH,WA,98029,103
00428100000500,16007,,,173RD,AVE,SE,,,MONROE,WA,98272,231
524980-3045,4803,,S,ALASKA,ST,,,,SEATTLE,WA,98118,76
01078600003200,11716,,,58TH,DR,NE,,,MARYSVILLE,WA,98271,247
0320273073,7902,,,GOLDEN GIVEN,RD,E,,,TACOMA,WA,98404,70
362997-1280,2429,,,31ST,AVE,NE,,,ISSAQUAH,WA,98029,
812390-0440,10459,,,DES MOINES MEMORIAL,DR,S,APT,505,SEATTLE,WA,98168,21
883290-0305,5722,,NE,182ND,ST,,,,KENMORE,WA,98028,135
262505-9301,14892,,NE,17TH,PL,,,,BELLEVUE,WA,98007,307
784920-1070,39151,,SE,DELTA,ST,,,,SNOQUALMIE,WA,98065,122
860035-0150,1310,,E,UNION,ST,,UNIT,302,SEATTLE,WA,98122,35
3355000912,2326,,,SUNSET,DR,W,,,TACOMA,WA,98466,176
260012-0150,5820,,,134TH,PL,SE,,,BELLEVUE,WA,98006,170
5003050100,1321,,,196TH,ST,E,,,SPANAWAY,WA,98387,107
28051100203100,6918,,,FOSTER SLOUGH,RD,,,,SNOHOMISH,WA,98290,94
603140-0064,12811,,,12TH,AVE,S,,,BURIEN,WA,98168,113
919797-0200,12319,,NE,109TH,PL,,,,KIRKLAND,WA,98033,89
4230000120,7012,,,44TH,ST,W,,,UNIVERSITY PLACE,WA,98466,95
00939200000300,23,,,152ND,PL,SE,,,LYNNWOOD,WA,98087,106
257950-0145,7245,,E,MERCER,WAY,,,,MERCER ISLAND,WA,98040,180
062210-0100,13507,,NE,186TH,ST,,,,WOODINVILLE,WA,98072,238
5305300140,12625,,,REBECCA,DR,SW,,,LAKEWOOD,WA,98499,71
01074300003300,15729,,,27TH,PL,W,,,LYNNWOOD,WA,98087,152
00583977501501,3230,,,KROMER,AVE,,,,EVERETT,WA,98201,140
556962-0560,10621,,,155TH,PL,NE,,,REDMOND,WA,98052,199
334740-0870,12050,,,44TH,PL,S,,,TUKWILA,WA,98178,75
5315000475,6627,,,HILLTOP,LN,SW,,,LAKEWOOD,WA,98499,
00479000200602,8524,,,231ST,ST,SW,,,EDMONDS,WA,98026,49
01041600001800,21219,,,40TH,DR,SE,,,BOTHELL,WA,98021,
4000330690,8103,,,57TH,ST,W,,,UNIVERSITY PLACE,WA,98467,136
6024820890,18203,,,111TH AVENUE,CT,E,,,PUYALLUP,WA,98374,180
869150-0850,18123,,,171ST,AVE,SE,,,RENTON,WA,98058,
4575000220,902,,E,51ST,ST,,,,TACOMA,WA,98404,122
00560000003100,13020,,,ROBINHOOD,LN,,,,SNOHOMISH,WA,98290,130
0418158005,11112,,,234TH,ST,E,,,GRAHAM,WA,98338,113
6025491830,18808,,,111TH AVENUE,CT,E,,,PUYALLUP,WA,98374,144
28050100403300,1403,,,WEAVER,WAY,,,,SNOHOMISH,WA,98290,275
334840-1101,11841,,,55TH,AVE,S,,,SEATTLE,WA,98178,102
327616-0080,9115,,,177TH,PL,NE,#,8,REDMOND,WA,98052,
282607-9069,32212,,NE,BIG ROCK,RD,,,,DUVALL,WA,98019,39
683775-0170,3711,,,101ST,WAY,NE,,,KIRKLAND,WA,98033,130
784920-1856,38480,,SE,FIR,ST,,,,SNOQUALMIE,WA,98065,136
2200003350,14704,,,PORTLAND,AVE,SW,,,LAKEWOOD,WA,98498,63
0320151214,3575,,E,T,ST,,,,TACOMA,WA,98404,126
0420098019,2420,,,95TH AVENUE,CT,E,,,EDGEWOOD,WA,98371,103
00434600009103,1410,,,OLYMPIC,AVE,,,,EDMONDS,WA,98020,123
00783501720100,23309,,,CEDAR,WAY,,APT,Q201,MOUNTLAKE TERRACE,WA,98043,159
00639300000500,8908,,,230TH,ST,SW,,,EDMONDS,WA,98026,162
721270-0150,1217,,,101ST,PL,NE,,,BELLEVUE,WA,98004,92
3344000040,12014,,,218TH AVENUE,CT,E,,,BONNEY LAKE,WA,98391,
7685005550,1513,,S,25TH,ST,,,,TACOMA,WA,98405,67
7000750780,21905,,,113TH,ST,E,,,BONNEY LAKE,WA,98391,82
616390-1592,16516,,,8TH,AVE,NE,,,SHORELINE,WA,98155,78
390512-0340,25027,,SE,40TH,DR,,,,SAMMAMISH,WA,98029,106
955120-0635,5838,,E,GREEN LAKE,WAY,N,,,SEATTLE,WA,98103,211
810660-0100,13909,,,113TH,AVE,NE,,,KIRKLAND,WA,98034,51
00588300000800,15015,,,180TH,AVE,SE,,,MONROE,WA,98272,178
2012240020,1210,,S,L,ST,,,,TACOMA,WA,98405,204
611750-0245,1102,,SW,RIVIERA,PL,,,,NORMANDY PARK,WA,98166,247
01090300008800,1428,,,72ND,AVE,SE,,,LAKE STEVENS,WA,98258,149
31052300201000,6707,,,67TH,PL,NE,,,MARYSVILLE,WA,98270,
3695000590,1005,,S,62ND,ST,,,,TACOMA,WA,98408,50
152308-9096,1683,,,STILSON,AVE,SE,,,NORTH BEND,WA,98045,123
227360-0290,11612,,NE,97TH,ST,,,,KIRKLAND,WA,98033,191
5470000642,6424,,S,HUSON,ST,,,,TACOMA,WA,98409,38
6021340360,7016,,,241ST,ST,E,,,GRAHAM,WA,98338,123
885760-0370,24326,,,35TH,PL,S,,,KENT,WA,98032,126
601120-0340,5000,,,LAKE WASHINGTON,BLVD,NE,UNIT,D101,RENTON,WA,98056,
521800-0510,700,,E,DENNY,WAY,,#,5,SEATTLE,WA,98122,
00504100101700,7129,,,188TH,PL,SW,,,LYNNWOOD,WA,98036,269
344800-0208,12071,,,HIRAM,PL,NE,,,SEATTLE,WA,98125,284
5004230990,3914,,E,T,ST,,,,TACOMA,WA,98404,80
3207000022,10117,,,42ND,ST,E,,,EDGEWOOD,WA,98371,319
0416155007,665,,,ORVILLE,RD,E,,,EATONVILLE,WA,98328,
231004-0040,22632,,SE,279TH,ST,,,,MAPLE VALLEY,WA,98038,130
745720-0930,2100,,,3RD,AVE,,APT,1901,SEATTLE,WA,98121,
00373002300103,19404,,N,DANVERS,RD,,,,LYNNWOOD,WA,98036,56
01008300003900,3916,,,154TH,PL,SE,,,BOTHELL,WA,98012,170
232006-9013,43424,,,244TH,AVE,SE,,,ENUMCLAW,WA,98022,207
0220271037,6723,,,PHILLIPS,RD,SW,,,LAKEWOOD,WA,98498,47
780419-1180,6563,,,139TH,AVE,NE,APT,766,REDMOND,WA,98052,54
750400-0540,2433,,,209TH,PL,NE,,,SAMMAMISH,WA,98074,192
00473300002010,6117,,,139TH,PL,SW,,,EDMONDS,WA,98026,105
358650-0300,17133,,,13TH,AVE,NW,,,SHORELINE,WA,98177,186
00439155900101,2501,,,GRAND,AVE,,,,EVERETT,WA,98201,85
769786-0200,25924,,,119TH,CT,SE,,,KENT,WA,98030,115
807905-0080,2003,,,HOQUIAM,AVE,NE,,,RENTON,WA,98059,127
